"Back","Nazaj",module,Magento_Theme
"Save and Continue","Shrani in nadaljuj",module,Magento_Theme
"Save Configuration","Shrani nastavitve",module,Magento_Theme
"%1","%1",module,Magento_Theme
"Default","Privzeto",module,Magento_Theme
"This file will replace the current custom.css file and can't be more than 2 MB.","Ta datoteka bo zamenjala trenutno datoteko custom.css in ne sme biti večja od 2 MB.",module,Magento_Theme
"welcome","pozdravljeni",module,Magento_Theme
"Global","Globalno",module,Magento_Theme
"Design Configuration","Nastavitve oblike",module,Magento_Theme
"You saved the configuration.","Nastavitve so shranjene.",module,Magento_Theme
"Something went wrong while saving this configuration:","Med shranjevanjem teh nastavitev je prišlo do napake:",module,Magento_Theme
"We can't find file.","Datoteke ni mogoče najti.",module,Magento_Theme
"We can't upload the CSS file right now.","Datoteke CSS trenutno ni mogoče naložiti.",module,Magento_Theme
"We can't upload the JS file right now.","Datoteke JS trenutno ni mogoče naložiti.",module,Magento_Theme
"Sorry, something went wrong. That's all we know.","Se opravičujemo, nekaj je šlo narobe. To je vse kar vemo.",module,Magento_Theme
"Invalid scope or scope id","Neveljaven obseg ali id obsega",module,Magento_Theme
"%1 does not contain field '%2'","%1 ne vsebuje polja '%2'",module,Magento_Theme
"%1 does not contain field 'file'","%1 ne vsebuje polja 'file'",module,Magento_Theme
"Backend model is not specified for %1","Model ozadja ni določen za %1",module,Magento_Theme
"The %templateName contains an incorrect configuration. The template has a reference to itself. Either remove or change the reference.","%templateName vsebuje nepravilne nastavitve. Predloga ima referenco sama nase. Bodisi referenco odstranite ali pa jo spremenite.",module,Magento_Theme
"Can not save empty config","Praznih nastavitev ni mogoče shraniti",module,Magento_Theme
"The start date can't follow the end date.","Začetni datum ne more slediti končnemu.",module,Magento_Theme
"We can't upload the file right now.","Datoteke trenutno ni mogoče naložiti.",module,Magento_Theme
"We can't delete root directory %1 right now.","Korenske mape %1 trenutno ni mogoče izbrisati.",module,Magento_Theme
"Theme isn't deletable.","Teme ni mogoče izbrisati.",module,Magento_Theme
"Exception message","Sporočilo izjeme",module,Magento_Theme
"Edit","Uredi",module,Magento_Theme
"Scope:","Obseg:",module,Magento_Theme
"Welcome, %1!","Pozdravljeni, %1!",module,Magento_Theme
"You're currently reading page","Trenutno berete stran",module,Magento_Theme
"%name,","%name,",module,Magento_Theme
"Welcome to %store_name.","Pozdravljeni na %store_name.",module,Magento_Theme
"To sign in to our site, use these credentials during checkout or on the <a href=""%customer_url"">My Account</a> page:","Za prijavo v stran, uporabite sledeče podatke med nakupom ali na strani <a href=""%customer_url"">Moj račun</a>:",module,Magento_Theme
"Email:","E-pošta:",module,Magento_Theme
"Password:","Geslo:",module,Magento_Theme
"Password you set when creating account","Geslo, ki ste ga nastavili ob ustvarjanju računa",module,Magento_Theme
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","Ste pozabili geslo? Za ponastavitev kliknite <a href=""%reset_url"">tu</a>.",module,Magento_Theme
"When you sign in to your account, you will be able to:","Ko se prijavite v vaš račun, boste lahko:",module,Magento_Theme
"Proceed through checkout faster","Hitreje nadaljujte na blagajno",module,Magento_Theme
"Check the status of orders","Preverite stanje naročil",module,Magento_Theme
"View past orders","Ogled preteklih naročil",module,Magento_Theme
"Store alternative addresses (for shipping to multiple family members and friends)","Shranite alternativne naslove (za odpremo večim družinskim članom in prijateljem)",module,Magento_Theme
"Configuration","Nastavitve",module,Magento_Theme
"Copyright © 2016 Magento. All rights reserved.","Copyright © 2016 Magento. Vse pravice pridržane.",module,Magento_Theme
"Copyright © 2017 Magento, Inc. All rights reserved.","Copyright © 2017 Magento, Inc. Vse pravice pridržane.",module,Magento_Theme
"Design Config Grid","Mreža nastavitev oblike",module,Magento_Theme
"Rebuild design config grid index","Ponovna gradnja indeksa mreže nastavitev oblike",module,Magento_Theme
"Theme Information","Informacije o temi",module,Magento_Theme
"Other Settings","Ostale nastavitve",module,Magento_Theme
"Allowed file types: ico, png, gif, jpg, jpeg, apng, svg. Not all browsers support all these formats!","Dovoljene vrste datotek: ico, png, gif, jpg, jpeg, apng, svg. Vsi brskalniki ne podpirajo vseh teh formatov!",module,Magento_Theme
"Scripts and Style Sheets","Skripte in stili",module,Magento_Theme
"Allowed file types: png, gif, jpg, jpeg, svg.","Dovoljene vrste datotek: png, gif, jpg, jpeg, svg.",module,Magento_Theme
"This will be displayed just before the body closing tag.","To bo prikazano pred zaključnim HTML tag-om body.",module,Magento_Theme
"Website","Spletna stran",module,Magento_Theme
"Store","Trgovina",module,Magento_Theme
"Store View","Pogled trgovine",module,Magento_Theme
