"Backup options","Možnosti varnostnega kopiranja","lib","lib/web/mage/adminhtml/backup.js"
"Warning","Opozorilo","lib","lib/web/mage/adminhtml/backup.js"
"Cancel","Prekliči","lib","lib/web/mage/adminhtml/backup.js"
"Ok","V redu","lib","lib/web/mage/adminhtml/backup.js"
"Insert Widget...","Vstavi pripomoček ...","lib","lib/web/mage/adminhtml/wysiwyg/widget.js"
"No records found.","Ni najdenih zapisov.","lib","lib/web/mage/backend/suggest.js"
"Recent items","Nedavni elementi","lib","lib/web/mage/backend/suggest.js"
"Show all...","Pokaži vse ...","lib","lib/web/mage/backend/suggest.js"
"Method %s does not exist on jQuery.decorate","Način %s ni na voljo v jQuery.decorate","lib","lib/web/mage/decorate.js"
"Close","Zapri","lib","lib/web/mage/dropdown.js"
"Next","Naslednja","lib","lib/web/mage/gallery/gallery.js"
"Previous","Prejšnja","lib","lib/web/mage/gallery/gallery.js"
"Please wait...","Počakajte ...","lib","lib/web/mage/loader.js"
"Loading...","Nalaganje...","lib","lib/web/mage/loader.js"
"Please wait...","Počakajte ...","lib","lib/web/mage/loader_old.js"
"Loading...","Nalaganje...","lib","lib/web/mage/loader_old.js"
"All ","Vse ","lib","lib/web/mage/menu.js"
"more","več","lib","lib/web/mage/menu.js"
"Cancel","Prekliči","lib","lib/web/mage/translate-inline-vde.js"
"Save","Shrani","lib","lib/web/mage/translate-inline-vde.js"
"Translate","Prevajanje","lib","lib/web/mage/translate-inline.js"
"Submit","Pošlji","lib","lib/web/mage/translate-inline.js"
"Close","Zapri","lib","lib/web/mage/translate-inline.js"
"Please enter a value less than or equal to %s.","Vnesite vrednost manjše kot ali enako za %s.","lib","lib/web/mage/validation.js"
"Please enter a value greater than or equal to %s.","Vnesite vrednost večje ali enako %s.","lib","lib/web/mage/validation.js"
"Maximum length of this field must be equal or less than %1 symbols.","Največja dolžina tega polja mora biti enaka ali manjša od %1 simbolov.","lib","lib/web/mage/validation.js"
"This is a required field.","To je zahtevano polje.","lib","lib/web/mage/validation.js"
"Please enter a date between %min and %max.","Vnesite datum med %min in %max.","lib","lib/web/mage/validation/validation.js"
"Please enter a valid year (1900-%1).","Vnesite veljavno leto (1900-%1).","lib","lib/web/mage/validation/validation.js"
"Please enter a valid day (1-%1).","Vnesite veljaven dan (1-%1).","lib","lib/web/mage/validation/validation.js"
"Please enter a date from the past.","Vnesite datum iz preteklosti.","lib","lib/web/mage/validation/validation.js"
"Back","Nazaj",module,Magento_Theme
"Save and Continue","Shrani in nadaljuj",module,Magento_Theme
"Save Configuration","Shrani nastavitve",module,Magento_Theme
"%1","%1",module,Magento_Theme
"Default","Privzeto",module,Magento_Theme
"This file will replace the current custom.css file and can't be more than 2 MB.","Ta datoteka bo zamenjala trenutno datoteko custom.css in ne sme biti večja od 2 MB.",module,Magento_Theme
"welcome","pozdravljeni",module,Magento_Theme
"Global","Globalno",module,Magento_Theme
"Design Configuration","Nastavitve oblike",module,Magento_Theme
"You saved the configuration.","Nastavitve so shranjene.",module,Magento_Theme
"Something went wrong while saving this configuration:","Med shranjevanjem teh nastavitev je prišlo do napake:",module,Magento_Theme
"We can't find file.","Datoteke ni mogoče najti.",module,Magento_Theme
"We can't upload the CSS file right now.","Datoteke CSS trenutno ni mogoče naložiti.",module,Magento_Theme
"We can't upload the JS file right now.","Datoteke JS trenutno ni mogoče naložiti.",module,Magento_Theme
"Sorry, something went wrong. That's all we know.","Se opravičujemo, nekaj je šlo narobe. To je vse kar vemo.",module,Magento_Theme
"Invalid scope or scope id","Neveljaven obseg ali id obsega",module,Magento_Theme
"%1 does not contain field '%2'","%1 ne vsebuje polja '%2'",module,Magento_Theme
"%1 does not contain field 'file'","%1 ne vsebuje polja 'file'",module,Magento_Theme
"Backend model is not specified for %1","Model ozadja ni določen za %1",module,Magento_Theme
"The %templateName contains an incorrect configuration. The template has a reference to itself. Either remove or change the reference.","The %templateName contains an incorrect configuration. The template has a reference to itself. Either remove or change the reference.",module,Magento_Theme
"Can not save empty config","Can not save empty config",module,Magento_Theme
"The start date can't follow the end date.","The start date can't follow the end date.",module,Magento_Theme
"We can't upload the file right now.","We can't upload the file right now.",module,Magento_Theme
"We can't delete root directory %1 right now.","We can't delete root directory %1 right now.",module,Magento_Theme
"Theme isn't deletable.","Theme isn't deletable.",module,Magento_Theme
"Exception message","Exception message",module,Magento_Theme
"Edit","Uredi",module,Magento_Theme
"Scope:","Obseg:",module,Magento_Theme
"Welcome, %1!","Pozdravljeni, %1!",module,Magento_Theme
"You're currently reading page","You're currently reading page",module,Magento_Theme
"%name,","%name,",module,Magento_Theme
"Welcome to %store_name.","Pozdravljeni na %store_name.",module,Magento_Theme
"To sign in to our site, use these credentials during checkout or on the <a href=""%customer_url"">My Account</a> page:","Za prijavo v stran, uporabite sledeče podatke med nakupom ali na strani <a href=""%customer_url"">Moj račun</a>:",module,Magento_Theme
"Email:","E-pošta:",module,Magento_Theme
"Password:","Geslo:",module,Magento_Theme
"Password you set when creating account","Password you set when creating account",module,Magento_Theme
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","Ste pozabili geslo? Za ponastavitev kliknite <a href=""%reset_url"">tu</a>.",module,Magento_Theme
"When you sign in to your account, you will be able to:","When you sign in to your account, you will be able to:",module,Magento_Theme
"Proceed through checkout faster","Proceed through checkout faster",module,Magento_Theme
"Check the status of orders","Check the status of orders",module,Magento_Theme
"View past orders","View past orders",module,Magento_Theme
"Store alternative addresses (for shipping to multiple family members and friends)","Store alternative addresses (for shipping to multiple family members and friends)",module,Magento_Theme
"Configuration","Nastavitve",module,Magento_Theme
"Copyright © 2016 Magento. All rights reserved.","Copyright © 2016 Magento. Vse pravice pridržane.",module,Magento_Theme
"Design Config Grid","Mreža nastavitev oblike",module,Magento_Theme
"Rebuild design config grid index","Ponovna gradnja indeksa mreže nastavitev oblike",module,Magento_Theme
"Theme Information","Informacije o temi",module,Magento_Theme
"Other Settings","Ostale nastavitve",module,Magento_Theme
"Allowed file types: ico, png, gif, jpg, jpeg, apng, svg. Not all browsers support all these formats!","Dovoljene vrste datotek: ico, png, gif, jpg, jpeg, apng, svg. Vsi brskalniki ne podpirajo vseh teh formatov!",module,Magento_Theme
"Scripts and Style Sheets","Skripte in stili",module,Magento_Theme
"Allowed file types: png, gif, jpg, jpeg, svg.","Dovoljene vrste datotek: png, gif, jpg, jpeg, svg.",module,Magento_Theme
"This will be displayed just before the body closing tag.","To bo prikazano pred zaključnim HTML tag-om body.",module,Magento_Theme
"Website","Spletna stran",module,Magento_Theme
"Store","Trgovina",module,Magento_Theme
"Store View","Pogled trgovine",module,Magento_Theme
"Menu","Meni",module,Magento_Theme
"Account","Račun",module,Magento_Theme
"Settings","Nastavitve",module,Magento_Theme
"Themes","Themes",module,Magento_Theme
"Save and Continue Edit","Shrani in nadaljuj urejanje",module,Magento_Theme
"Are you sure you want to delete this theme?","Are you sure you want to delete this theme?",module,Magento_Theme
